Make,Model,Price,Year,Kilometer,Number of Owners,Engine (CC),Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],1625000,2022,27800,1,1493,4300,1790,1635,5,50
Maruti Suzuki,Swift VXi [2014-2017],695000,2019,46027,1,1197,3850,1695,1530,5,42
Toyota,Yaris J CVT [2018-2020],875000,2018,23148,1,1496,4425,1730,1495,5,42
Skoda,Octavia 1.8 TSI Style Plus AT [2017],1495000,2017,28000,1,1798,4670,1814,1476,5,50
Maruti Suzuki,Swift ZXi AMT [2018-2019],725000,2019,11874,1,1197,3840,1735,1530,5,37
Hyundai,Creta E Plus 1.6 Petrol,875000,2017,50000,1,1591,4270,1780,1630,5,60
Ford,Endeavour Trend 2.2 4x2 AT,2350000,2016,75000,2,2198,4892,1860,1837,7,80
BMW,3-Series 320d Prestige,2690000,2019,15500,1,1995,4633,1811,1429,5,57
Maruti Suzuki,Ciaz VDi+ SHVS,695000,2016,82445,2,1248,4490,1730,1485,5,43
Honda,City V,600000,2014,75574,2,1497,4440,1695,1495,5,40
Maruti Suzuki,Wagon R LXI CNG,375000,2015,64000,1,998 ,3599,1495,1700,5,35
Hyundai,i10 Sportz 1.2 Kappa2,315000,2012,75000,1,1197,3585,1595,1550,5,35
Ford,Ecosport Trend 1.5 Ti-VCT,775000,2019,14095,1,1499,3999,1765,1708,5,52
Audi,A6 35 TDI Matrix,3075000,2017,17000,1,1968,4933,1874,1455,5,75
Renault,Duster 110 PS RxZ Diesel,415000,2014,70000,1,1461,4315,1822,1695,5,50
Maruti Suzuki,Ertiga ZDI + SHVS,765000,2017,68000,1,1248,4296,1695,1685,7,45
Maruti Suzuki,Swift VXi [2014-2017],520000,2018,40000,2,1197,3850,1695,1530,5,42
Jaguar,XJ 3.0 V6 Portfolio,3900000,2015,39000,1,2993,5252,1899,1457,5,83
Hyundai,Creta 1.6 SX,850000,2016,72000,1,1582,4270,1780,1630,5,60
Maruti Suzuki,Ertiga VDI SHVS,969999,2016,39000,1,1248,4296,1695,1685,7,45
Maruti Suzuki,Baleno Delta 1.3,575000,2016,62000,1,1248,3995,1745,1500,5,37
Ford,Endeavour Sport 2.0 4x4 AT,3900000,2021,41086,2,1996,4903,1869,1837,7,80
BMW,3-Series 320d Luxury Line,1395000,2013,65000,2,1995,4633,1811,1429,5,57
Skoda,Kushaq Style 1.0L TSI AT,1625000,2021,7900,1,999 ,4225,1760,1612,5,50
Kia,Sonet GTX Plus 1.5 AT [2020-2021],1499000,2021,22000,1,1493,3995,1790,1647,5,45
Volkswagen,Tiguan Highline TDI,2050000,2018,73000,2,1968,4486,1839,1672,5,71
Skoda,Octavia 1.8 TSI Style Plus AT [2017],1300000,2016,55000,2,1798,4670,1814,1476,5,50
Skoda,Superb L&K TDI AT,3199000,2019,6900,1,1968,4861,1864,1483,5,66
Maruti Suzuki,Swift LXi,450000,2017,65000,1,1197,3850,1695,1530,5,42
Honda,Mobilio RS Diesel,675000,2015,48000,1,1498,4386,1683,1603,7,42
Maruti Suzuki,Alto 800 Lxi,280000,2018,48000,2,796 ,3395,1490,1475,5,35
Maruti Suzuki,Wagon R LXI ABS,425000,2018,18000,1,998 ,3599,1495,1700,5,35
Rolls-Royce,Ghost Extended Wheelbase,20000000,2011,27000,3,6592,5569,1948,1550,5,82.5
Mercedes-Benz,C-Class 220 BlueEfficiency,1250000,2012,78000,1,2143,4596,1770,1447,5,66
Hyundai,Santa Fe 2WD AT [2014-2017],1175000,2014,87938,2,2199,4690,1880,1690,7,64
Hyundai,Santro Sportz CNG [2018-2020],545000,2019,43000,1,1086,3610,1645,1560,5,60
Mercedes-Benz,C-Class 220 CDI Elegance AT,495000,2008,95200,1,2148,4581,1770,1447,5,66
Maruti Suzuki,Swift DZire VXI,500000,2016,26000,1,1197,3995,1695,1555,5,42
Maruti Suzuki,Celerio VXi AMT,390000,2015,70000,1,998 ,3600,1600,1560,5,35
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],575000,2019,31000,1,998 ,3655,1620,1675,5,60
Hyundai,i10 Magna 1.2 Kappa2,250000,2012,54556,1,1197,3585,1595,1550,5,35
Maruti Suzuki,DZire VXi,685000,2019,74000,1,1197,3995,1735,1515,5,37
Renault,Kwid RXT [2015-2019],320000,2016,64000,1,799 ,3679,1579,1478,5,28
Maruti Suzuki,S-Cross Delta 1.6,620000,2016,85000,2,1598,4300,1765,1590,5,48
Maruti Suzuki,Swift VXi [2014-2017],600000,2018,54000,1,1197,3850,1695,1530,5,42
Jeep,Compass Longitude (O) 1.4 Petrol AT [2019-2020],1750000,2019,57000,1,1368,4395,1818,1640,5,60
Land Rover,Discovery Sport SE,4950000,2018,38000,1,1999,4600,2173,1690,7,65
Hyundai,Creta 1.6 SX Plus AT,1015000,2015,68566,1,1582,4270,1780,1630,5,60
Toyota,Corolla Altis 1.8 G,390000,2009,68195,1,1794,4540,1760,1480,5,55
Maruti Suzuki,Ciaz Delta 1.4 MT,755000,2017,57000,1,1373,4490,1730,1485,5,43
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],1825000,2021,45000,1,1353,4300,1790,1635,5,50
Maruti Suzuki,Celerio VXi AMT,416000,2014,60116,1,998 ,3600,1600,1560,5,35
Maruti Suzuki,Swift DZire ZDi BS-IV,325000,2010,82202,2,1248,4160,1690,1530,5,43
Maruti Suzuki,Wagon R LXi Minor,218000,2008,51000,2,1061,3520,1475,1690,5,35
Maruti Suzuki,Ciaz VDi (O) SHVS,650000,2017,86000,1,1248,4490,1730,1485,5,43
Honda,WR-V S MT Diesel,790000,2018,41000,1,1498,3999,1734,1601,5,40
Honda,City SV Diesel,540000,2015,76000,1,1498,4440,1695,1495,5,40
Maruti Suzuki,Swift VDi,375000,2011,120000,1,1248,3850,1695,1530,5,42
BMW,X1 sDrive20i xLine,3990000,2021,12500,1,1998,4447,1821,1598,5,51
Porsche,718 Boxster,10900000,2018,6300,1,1988,4379,1801,1281,2,54
Maruti Suzuki,Swift DZire VXi,245000,2009,114000,1,1298,4160,1690,1530,5,43
Maruti Suzuki,Celerio LXi,260000,2015,25862,1,998 ,3600,1600,1560,5,35
Ford,Figo Duratorq Diesel Titanium 1.4,240000,2010,72000,1,1399,3795,1680,1427,5,45
Hyundai,Creta 1.6 SX Plus Special Edition,800000,2015,90000,1,1582,4270,1780,1630,5,60
Honda,City V,745000,2016,38000,1,1497,4440,1695,1495,5,40
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],7390000,2021,7000,1,1950,5063,1860,1494,5,80
Honda,Amaze 1.2 S MT Petrol [2018-2020],675000,2019,74237,1,1199,3995,1695,1501,5,35
BMW,X1 sDrive20d xLine,2650000,2018,53000,2,1995,4454,2044,1545,5,63
Maruti Suzuki,Alto 800 Lxi,340000,2016,52303,1,796 ,3395,1490,1475,5,35
Maruti Suzuki,Baleno Alpha 1.2,620000,2019,42356,1,1197,3995,1745,1500,5,37
Maruti Suzuki,SX4 ZDI,297000,2013,84000,1,1248,4490,1735,1560,5,50
Toyota,Etios Liva GD,500000,2016,114000,1,1364,3775,1695,1510,5,45
Hyundai,Verna SX Plus 1.6 VTVT AT,1149000,2019,26894,1,1591,4440,1729,1475,5,45
Mercedes-Benz,C-Class C 220 CDI Avantgarde,2650000,2017,70000,2,2143,4686,1810,1442,5,66
Toyota,Fortuner 3.0 4x2 MT,1375000,2012,98352,1,2982,4705,1840,1850,7,80
Hyundai,i10 Magna,235000,2009,107000,3,1086,3565,1595,1550,5,35
Toyota,Fortuner 2.8 4x2 AT [2016-2020],3090000,2017,52000,1,2755,4795,1855,1835,7,80
Lexus,ES 300h,4375000,2017,31059,1,2494,4915,1820,1450,5,65
Maruti Suzuki,S-Cross Alpha 1.6,749000,2017,114000,1,1598,4300,1765,1590,5,48
Mahindra,TUV300 T10,785000,2017,44000,1,1493,3995,1835,1839,7,60
Hyundai,i20 Active 1.4 S,750000,2017,72000,1,1396,3995,1760,1555,5,45
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],4150000,2019,8000,1,1950,4686,1810,1442,5,66
Maruti Suzuki,Alto VXi,320000,2014,54000,1,998 ,3620,1475,1460,5,35
Mercedes-Benz,GLA 200 CDI Style,1750000,2015,99000,2,2143,4417,1804,1494,5,50
Mahindra,TUV300 T10,944999,2019,88000,1,1493,3995,1795,1817,7,60
Land Rover,Range Rover 3.0 V6 Diesel Vogue LWB,27500000,2020,11000,2,2993,5199,2220,1840,4,105
Ford,Endeavour Sport 2.0 4x4 AT,4100000,2021,19000,1,1996,4903,1869,1837,7,80
MG,Hector Sharp 1.5 DCT Petrol Dual Tone,1750000,2021,33000,1,1451,4655,1835,1760,5,60
Maruti Suzuki,Ertiga VDi 1.3 Diesel,811000,2018,44153,1,1248,4395,1735,1690,7,45
Land Rover,Discovery Sport HSE Luxury 7-Seater,6900000,2020,32368,1,2179,4600,2069,1724,7,65
Hyundai,Verna 1.6 CRDI SX,725000,2016,42000,1,1582,4375,1700,1475,5,43
Jaguar,XF Portfolio Diesel,4600000,2020,56000,1,1999,5067,2091,1457,5,66
Land Rover,Range Rover 3.0 V6 Diesel Vogue,19300000,2019,63000,1,2993,4999,2220,1835,5,105
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],650000,2017,49422,1,1197,3765,1660,1520,5,43
MG,Hector Plus Smart 1.5 DCT Petrol,1925000,2021,19000,1,1451,4720,1835,1760,6,60
Honda,City SV CVT,590000,2015,75258,1,1497,4440,1695,1495,5,40
Hyundai,Santro Sportz CNG [2018-2020],495000,2019,46000,1,1086,3610,1645,1560,5,60
Maruti Suzuki,Baleno Zeta 1.3,695000,2016,68921,1,1248,3995,1745,1500,5,37
Hyundai,Verna 1.6 CRDI SX,799000,2018,79800,1,1582,4375,1700,1475,5,43
Volkswagen,Polo Highline1.2L (P),325000,2013,53000,2,1198,3970,1682,1453,5,45
Mahindra,Scorpio S5 2WD 7 STR,1190000,2018,59000,1,2179,4456,1820,1995,7,60
Jaguar,XJ 3.0 Portfolio,5800000,2017,30000,1,2993,5255,2105,1460,5,77
Maruti Suzuki,Alto LXi BS-III,140000,2009,65000,3,796 ,3495,1475,1460,5,35
Maruti Suzuki,Baleno Zeta 1.2,750000,2021,58000,1,1197,3995,1745,1500,5,37
Mercedes-Benz,M-Class ML 350 CDI,2600000,2014,94000,1,2997,4804,2141,1796,5,70
Maruti Suzuki,Alto 800 Lx CNG,299000,2017,45000,1,796 ,3395,1490,1475,5,35
Toyota,Fortuner 2.8 4x4 AT [2016-2020],3470000,2018,62152,1,2755,4795,1855,1835,7,80
Hyundai,Venue SX Plus 1.0 Turbo DCT,1075000,2019,28000,1,998 ,3995,1770,1605,5,45
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,650000,2019,15000,1,1197,3765,1660,1520,5,43
Honda,Amaze 1.2 S i-VTEC,425000,2014,53610,2,1198,3990,1680,1505,5,35
Nissan,Terrano XL D Plus,445000,2014,75000,1,1461,4331,1822,1671,5,50
Maruti Suzuki,XL6 Zeta MT Petrol,1225000,2022,16000,1,1462,4445,1775,1700,6,45
Audi,A3 35 TDI Premium + Sunroof,1350000,2015,60000,1,1968,4456,1796,1416,5,50
Mercedes-Benz,C-Class 220 BlueEfficiency,1450000,2014,45000,1,2143,4596,1770,1447,5,66
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2749000,2017,120000,1,2755,4795,1855,1835,7,80
Hyundai,Santro GLS,141000,2009,56400,3,1086,3565,1525,1590,5,35
Hyundai,Creta 1.6 S Plus AT,1375000,2017,70000,1,1582,4270,1780,1630,5,60
Toyota,Innova 2.4 G 7 STR [2016-2017],1825000,2016,82567,1,2393,4735,1830,1795,7,55
Audi,A8 3.0 TDI quattro,4900000,2015,32000,1,2967,5265,1949,1471,4,90
Honda,Jazz V Diesel,525000,2015,68244,2,1498,3955,1694,1544,5,40
Audi,Q7 3.0 TDI quattro Premium,3300000,2014,25000,2,2967,5089,1983,1737,6,100
Hyundai,Eon Magna +,405000,2018,34000,1,814 ,3495,1550,1500,5,32
Audi,Q3 35 TDI quattro Premium Plus,2550000,2017,36000,1,1968,4385,1831,1608,5,64
Honda,City SV,875000,2019,36000,1,1497,4440,1695,1495,5,40
Maruti Suzuki,Swift VXi,355000,2014,68005,1,1197,3850,1695,1530,5,42
Ford,Ecosport Titanium 1.5L TDCi,925000,2018,74797,1,1498,3998,1765,1647,5,52
Land Rover,Evoque SE Dynamic,6500000,2021,12000,1,1999,4360,2120,1635,5,57
Hyundai,Elite i20 Magna 1.2 [2016-2017],625000,2019,31000,1,1197,3985,1734,1505,5,45
Datsun,Redigo T(O) 1.0,425000,2020,7520,1,999 ,3429,1560,1541,5,28
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2016-2017],550000,2015,58078,2,1197,3765,1660,1520,5,43
Volkswagen,Vento Comfortline Diesel,434999,2014,79081,1,1598,4384,1699,1466,5,55
Mercedes-Benz,GLE 350 d,5900000,2018,28000,1,2987,4819,2141,1796,5,93
Mercedes-Benz,GLC 220 d Progressive,3500000,2017,72000,1,2143,4656,1890,1639,5,66
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],1750000,2022,23000,1,1353,4300,1790,1635,5,50
Chevrolet,Captiva LTZ AWD AT,475000,2012,74000,1,1991,4660,1870,1755,7,65
Hyundai,Xcent S 1.2 (O),425000,2015,11628,1,1197,3995,1660,1520,5,43
Ford,Ecosport Titanium + 1.5L TDCi,675000,2017,81323,1,1498,3998,1765,1647,5,52
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],675000,2016,50000,1,1248,3995,1790,1640,5,48
Toyota,Innova 2.4 ZX 7 STR [2016-2020],1725000,2016,145000,1,2393,4735,1830,1795,7,55
Audi,A3 40 TFSI Premium,1760000,2017,48000,1,1798,4456,1796,1416,5,50
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],730000,2017,80000,1,1248,3995,1790,1640,5,48
Maruti Suzuki,Swift LXi,301000,2011,28513,1,1197,3850,1695,1530,5,42
Maruti Suzuki,Wagon R LXi LPG,275000,2011,42000,2,998 ,3595,1475,1700,5,28
Ford,Figo Duratorq Diesel ZXI 1.4,225000,2013,87000,1,1399,3795,1680,1427,5,45
Hyundai,Eon Magna [2011-2012],185000,2012,55700,2,814 ,3495,1550,1500,5,32
Maruti Suzuki,Alto 800 Lxi,285000,2017,45600,1,796 ,3395,1490,1475,5,35
Volkswagen,Vento Highline Diesel,350000,2013,78000,2,1598,4384,1699,1466,5,55
Rolls-Royce,Ghost Extended Wheelbase,20000000,2012,55000,3,6592,5569,1948,1550,5,82.5
Mercedes-Benz,GLS 400d 4MATIC,12900000,2021,3000,1,2925,5207,2157,1823,7,90
Skoda,Superb Style TSI AT,1650000,2017,52458,1,1798,4861,1864,1483,5,66
Maruti Suzuki,Alto 800 Lxi CNG,265000,2017,30000,1,796 ,3395,1490,1475,5,35
Tata,Tiago Revotron XE [2016-2019],395000,2017,46992,1,1199,3746,1647,1535,5,35
Honda,Jazz V Petrol,500000,2016,54440,1,1199,3955,1694,1544,5,40
Mahindra,Alturas G4 4WD AT [2018-2020],2770000,2019,32000,1,2157,4850,1960,1845,7,70
Mercedes-Benz,M-Class ML 250 CDI,2450000,2015,103000,1,2143,4804,2141,1796,5,70
Audi,A4 1.8 TFSI Multitronic Premium Plus,3125000,2020,28600,1,1798,4701,1826,1427,5,63
Kia,Carnival Limousine Plus 7 STR,2950000,2020,72000,1,2199,5115,1985,1755,7,60
Maruti Suzuki,Ertiga VDI SHVS,620000,2016,64906,1,1248,4296,1695,1685,7,45
Mercedes-Benz,GLA 220 d Activity Edition,2250000,2016,79000,1,2143,4417,1804,1494,5,50
Maruti Suzuki,Ciaz Delta 1.4 MT,565000,2017,64000,1,1373,4490,1730,1485,5,43
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],550000,2018,56000,1,1197,3765,1660,1520,5,43
Hyundai,Santro XO eRLX - Euro III,178000,2007,85000,2,1086,3565,1525,1590,5,35
Mahindra,Scorpio S5,1550000,2022,12000,1,2179,4456,1820,1995,7,60
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],711000,2018,67900,1,1248,3995,1790,1640,5,48
Tata,Tigor Revotron XM,375000,2018,48144,1,1199,3992,1677,1537,5,35
BMW,X1 sDrive20d xLine,4475000,2021,7100,1,1995,4454,2044,1545,5,63
Porsche,Macan Base [2019-2020],9100000,2022,9000,1,1984,4696,1923,1624,5,65
Maruti Suzuki,Alto VXi [2014-2019],245000,2016,64000,1,998 ,3545,1490,1475,5,35
Honda,City V Diesel,690000,2016,38000,1,1498,4440,1695,1495,5,40
Toyota,Innova 2.5 G BS IV 8 STR,944999,2016,65321,1,2494,4585,1765,1760,8,55
Mercedes-Benz,A-Class A 180 Sport Petrol,1350000,2014,80000,3,1595,4292,1780,1433,4,50
Maruti Suzuki,Vitara Brezza ZDi,850000,2018,37093,1,1248,3995,1790,1640,5,48
Volkswagen,Vento Highline 1.0L TSI,1200000,2021,37230,1,999 ,4390,1699,1467,5,55
Maruti Suzuki,Celerio VXi AMT,329000,2014,76116,1,998 ,3600,1600,1560,5,35
Honda,Civic 1.8V MT,300000,2010,83359,1,1799,4545,1750,1450,5,50
BMW,5-Series 530d M Sport [2013-2017],4900000,2018,38000,1,2993,4899,2094,1464,5,65
Hyundai,Santro Sportz CNG [2018-2020],465000,2019,28000,1,1086,3610,1645,1560,5,60
Skoda,Superb L&K TSI AT,2350000,2018,14120,1,1798,4861,1864,1483,5,66
Hyundai,Eon D-Lite +,250000,2014,25000,1,814 ,3495,1550,1500,5,32
MG,Hector Plus Sharp 1.5 DCT Petrol,1950000,2020,28584,1,1451,4720,1835,1760,6,60
Land Rover,Evoque HSE,3800000,2017,50000,1,1999,4360,2120,1635,5,57
Maruti Suzuki,Alto LXi CNG [2014-2018],330000,2017,63200,1,998 ,3545,1490,1475,4,60
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],409999,2014,55000,1,1197,3765,1660,1520,5,43
Ford,Figo Titanium1.5 TDCi,575000,2019,71569,1,1498,3886,1695,1525,5,40
Hyundai,i10 Magna 1.2 Kappa2,270000,2012,41200,1,1197,3585,1595,1550,5,35
Mahindra,Scorpio SLE BS-IV,434999,2013,117000,1,2179,4430,1817,1975,8,60
Maruti Suzuki,Swift DZire VXI,465000,2014,65000,2,1197,3995,1695,1555,5,42
BMW,X3 xDrive 20d Luxury Line [2018-2020],6800000,2022,33000,1,1995,4657,1881,1678,5,67
Hyundai,i10 Magna 1.2 Kappa2,350000,2011,21000,1,1197,3585,1595,1550,5,35
Hyundai,Venue SX 1.0 Turbo iMT,900000,2020,23000,1,998 ,3995,1770,1605,5,45
Maruti Suzuki,Swift LXi,595000,2016,26357,1,1197,3850,1695,1530,5,42
Hyundai,Creta 1.6 SX Plus AT Petrol,1260000,2018,33500,1,1591,4270,1780,1630,5,60
Tata,Zest XE 75 PS Diesel,530000,2020,5923,1,1248,3995,1706,1570,5,44
Maruti Suzuki,Ertiga VDi,599000,2015,72000,1,1248,4265,1695,1685,7,45
Mahindra,XUV500 W11 AT,1595000,2018,54154,2,2179,4585,1890,1785,7,70
Volvo,V40 D3 R-Design,1798999,2017,14000,1,1984,4370,1783,1458,5,60
Maruti Suzuki,Baleno Delta 1.2,636000,2021,35500,1,1197,3995,1745,1500,5,37
Hyundai,Creta E Plus 1.4 CRDI,950000,2018,63000,1,1396,4270,1780,1630,5,60
Maruti Suzuki,S-Cross Zeta 1.6,800000,2017,52836,1,1598,4300,1765,1590,5,48
Maruti Suzuki,Celerio X Vxi AMT [2017-2019],434000,2017,50000,1,998 ,3715,1635,1565,5,35
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],625000,2016,72114,1,1396,3985,1734,1505,5,45
Maruti Suzuki,Alto 800 Lxi CNG,245000,2015,72000,2,796 ,3395,1490,1475,5,35
Mercedes-Benz,GLA 200 Sport,3100000,2019,24000,1,1991,4424,1804,1494,5,50
Audi,A6 2.0 TDI Premium,1490000,2012,42000,1,1968,4915,1874,1455,5,65
BMW,5-Series 530d M Sport [2013-2017],6000000,2018,27600,1,2993,4899,2094,1464,5,65
Maruti Suzuki,Alto VXi [2014-2019],295000,2015,31000,1,998 ,3545,1490,1475,5,35
Maruti Suzuki,Eeco 7 STR [2019-2020],450000,2018,32000,2,1196,3675,1475,1800,7,40
Toyota,Innova 2.4 VX 7 STR [2016-2020],1989999,2018,55000,1,2393,4735,1830,1795,7,55
Lexus,ES 300h,3900000,2017,31059,1,2494,4915,1820,1450,5,65
Honda,City V Diesel,635000,2016,72200,1,1498,4440,1695,1495,5,40
Tata,Safari 2.2 EX 4x2,575000,2013,72000,2,2179,4655,1965,1922,7,55
Maruti Suzuki,S-Cross Alpha 1.6,590000,2016,77000,1,1598,4300,1765,1590,5,48
Honda,City VX,1199000,2020,26497,2,1497,4440,1695,1495,5,40
Hyundai,i10 Asta 1.2 AT Kappa2 with Sunroof,380000,2013,57000,1,1197,3585,1595,1550,5,35
Maruti Suzuki,Alto VXi AMT [2014-2018],365000,2015,20100,1,998 ,3545,1490,1475,5,35
Audi,A4 1.8 TFSI Multitronic Premium Plus,1000000,2010,67000,2,1798,4701,1826,1427,5,63
Mahindra,Thar LX 4-STR Hard Top Diesel MT,1800000,2021,14500,1,2184,3985,1820,1844,4,57
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],1275000,2021,30000,1,1493,4315,1800,1645,5,50
Mercedes-Benz,C-Coupe 43 AMG 4MATIC,7000000,2020,19000,1,2996,4693,1810,1402,4,66
Mahindra,XUV500 W10 AT 1.99,955000,2016,110000,1,1997,4585,1890,1785,7,70
Mahindra,TUV300 T6 Plus,630000,2015,115339,2,1493,3995,1835,1839,7,60
Audi,Q5 40 TDI Premium Plus,4475000,2020,18000,2,1968,4663,1893,1659,5,70
Mahindra,Thar LX 4-STR Hard Top Diesel AT,1950000,2022,4500,1,2184,3985,1820,1844,4,57
Hyundai,Creta E Plus 1.6 Petrol,890000,2017,49000,1,1591,4270,1780,1630,5,60
Mercedes-Benz,GLC 220d 4MATIC Progressive,6750000,2022,7000,1,1950,4658,1890,1644,5,66
BMW,3-Series 320d Sport Line,2275000,2015,78362,1,1995,4624,2031,1429,5,60
Mahindra,Thar LX 4-STR Convertible Diesel AT,1864999,2020,30000,1,2184,3985,1820,1855,4,57
Hyundai,i20 Active 1.4 SX,540000,2015,59000,1,1396,3995,1760,1555,5,45
BMW,X1 sDrive20d xLine,3125000,2018,49000,1,1995,4454,2044,1545,5,63
Mercedes-Benz,M-Class ML 350 CDI,3200000,2014,60513,1,2997,4804,2141,1796,5,70
Mercedes-Benz,GLA 200 d Sport,2750000,2019,56500,1,2143,4424,1804,1494,5,50
Hyundai,Verna Fluidic 1.6 CRDi SX,400000,2013,71000,1,1582,4370,1700,1475,5,43
Audi,Q7 45 TDI Technology Pack,3750000,2016,88000,2,2967,5052,1968,1740,7,75
Hyundai,Creta 1.4 S,800000,2018,68000,1,1396,4270,1780,1630,5,60
Maruti Suzuki,Vitara Brezza ZDi,780000,2017,94827,1,1248,3995,1790,1640,5,48
Maruti Suzuki,Estilo LXi BS-IV,220000,2010,62000,1,998 ,3600,1475,1595,5,35
Maruti Suzuki,Wagon R LXi CNG,225000,2012,57000,1,998 ,3539,1475,1700,5,35
BMW,X1 sDrive20d Expedition,2385000,2017,22120,1,1995,4439,1821,1612,5,51
BMW,X1 sDrive20d xLine,3400000,2019,11000,1,1995,4454,2044,1545,5,63
Audi,A6 35 TFSI Matrix,2850000,2017,58000,1,1798,4933,1874,1455,5,75
Maruti Suzuki,Vitara Brezza ZDi,990000,2019,54572,1,1248,3995,1790,1640,5,48
Honda,City 1.5 V AT,325000,2010,56000,1,1497,4420,1695,1480,5,42
Honda,City 1.5 V AT,325000,2011,89000,2,1497,4420,1695,1480,5,42
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,549000,2014,42000,1,1498,4386,1699,1466,5,55
Renault,Pulse RxL ABS Diesel [2015-2017],340000,2017,6000,1,1461,3805,1665,1525,5,41
Honda,Amaze 1.5 E i-DTEC,425000,2013,79500,1,1498,3990,1680,1505,5,35
BMW,3-Series 320d Luxury Line,1689999,2015,82000,2,1995,4633,1811,1429,5,57
Toyota,Innova 2.4 VX 8 STR [2016-2020],2750000,2021,34228,1,2393,4735,1830,1795,8,55
Maruti Suzuki,Swift VDi,515000,2014,141334,2,1248,3850,1695,1530,5,42
Maruti Suzuki,Swift VXi [2014-2017],550000,2018,50000,1,1197,3850,1695,1530,5,42
Nissan,Terrano XL D THP 110 PS,550000,2014,65000,1,1461,4331,1822,1671,5,50
Tata,Tiago Revotron XZA,555000,2018,20000,1,1199,3746,1647,1535,5,35
Maruti Suzuki,Celerio ZXi [2017-2019],391000,2017,24000,1,998 ,3600,1600,1560,5,35
Maruti Suzuki,Ignis Delta 1.2 AMT,560000,2017,36000,1,1197,3700,1690,1595,5,32
Audi,Q3 2.0 TDI quattro Premium Plus,1420000,2013,117000,1,1968,4385,1831,1608,5,64
Volkswagen,Polo Highline Plus 1.0L TSI,950000,2021,24000,1,999 ,3971,1682,1469,5,45
Maruti Suzuki,Baleno Sigma 1.2,490000,2017,82000,1,1197,3995,1745,1500,5,37
Hyundai,Creta 1.6 SX,1044999,2016,78000,1,1582,4270,1780,1630,5,60
Audi,Q7 45 TDI Technology Pack,5200000,2017,45000,2,2967,5052,1968,1740,7,75
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,1125000,2019,50000,1,1591,4370,1700,1475,5,43
MINI,Cooper D 5 Door,1950000,2014,24000,2,1496,3982,1727,1425,5,44
Maruti Suzuki,Swift DZire VXi,260000,2009,77000,2,1298,4160,1690,1530,5,43
Hyundai,i10 Magna 1.2,165000,2009,55000,1,1197,3565,1595,1550,5,35
Hyundai,Xcent S 1.2,490000,2018,66000,1,1197,3995,1660,1520,5,43
Maruti Suzuki,Alto VXi,185000,2012,37000,1,998 ,3620,1475,1460,5,35
Honda,City 1.5 V MT,375000,2012,80350,1,1497,4440,1695,1485,5,42
Mercedes-Benz,C-Class 220 BlueEfficiency,975000,2013,102000,1,2143,4596,1770,1447,5,66
Maruti Suzuki,Swift VXi [2014-2017],450000,2016,48200,2,1197,3850,1695,1530,5,42
Maruti Suzuki,Swift DZire VDI,459999,2015,55000,2,1248,3995,1695,1555,5,42
Lexus,ES 300h Exquisite [2020-2021],5200000,2020,14000,1,2487,4975,1865,1445,5,50
Hyundai,Elite i20 Sportz 1.2 MT,700000,2020,25000,1,1197,3995,1775,1505,5,37
Volkswagen,Polo Highline Plus 1.0L TSI,1025000,2020,20124,1,999 ,3971,1682,1469,5,45
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],380000,2015,55660,1,1197,3765,1660,1520,5,43
Skoda,Octavia Style 1.8 TSI AT,819999,2015,94580,1,1798,4659,1814,1476,5,50
Mercedes-Benz,GLA 200 Sport,1691000,2015,45000,2,1991,4417,1804,1494,5,50
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],5200000,2019,10000,1,1950,4658,1890,1644,5,66
Maruti Suzuki,Ciaz VDi SHVS,725000,2016,57000,1,1248,4490,1730,1485,5,43
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,725000,2021,45000,1,1197,3805,1680,1520,5,60
Maruti Suzuki,Alto LXi CNG,155000,2011,90342,2,796 ,3495,1475,1460,5,35
Honda,Amaze 1.2 VX MT Petrol [2018-2020],700000,2022,1000,1,1199,3995,1695,1501,5,35
